# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-06-10 12:45:34 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 294643095035200 Lynchburg Res nr CWA Canal Inflow nr Baytown, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 294643095035200
#            TS   parameter     Description
#        163507       00010     Temperature, water, degrees Celsius
#        163508       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        163509       00400     pH, water, unfiltered, field, standard units
#        163510       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#        163511       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	163507_00010	163507_00010_cd	163508_00095	163508_00095_cd	163509_00400	163509_00400_cd	163510_63680	163510_63680_cd	163511_00300	163511_00300_cd
USGS	294643095035200	2018-02-23 10:00	CST	19.8	A	313	A	7.6	A	24.5	A	8.1	A
USGS	294643095035200	2018-02-23 10:15	CST	19.8	A	309	A	7.6	A	23.8	A	8.1	A
USGS	294643095035200	2018-02-23 10:30	CST	19.8	A	308	A	7.6	A	24.0	A	8.1	A
USGS	294643095035200	2018-02-23 10:45	CST	19.8	A	307	A	7.6	A	23.5	A	8.1	A
USGS	294643095035200	2018-02-23 11:00	CST	19.8	A	306	A	7.6	A	23.9	A	8.1	A
USGS	294643095035200	2018-02-23 11:15	CST	19.8	A	304	A	7.6	A	23.5	A	8.1	A
USGS	294643095035200	2018-02-23 11:30	CST	19.9	A	304	A	7.6	A	24.0	A	8.1	A
USGS	294643095035200	2018-02-23 11:45	CST	19.9	A	303	A	7.6	A	24.0	A	8.1	A
USGS	294643095035200	2018-02-23 12:00	CST	20.0	A	305	A	7.6	A	24.8	A	8.1	A
USGS	294643095035200	2018-02-23 12:15	CST	20.1	A	305	A	7.6	A	24.2	A	8.1	A
USGS	294643095035200	2018-02-23 12:30	CST	20.0	A	302	A	7.6	A	24.1	A	8.1	A
USGS	294643095035200	2018-02-23 12:45	CST	20.0	A	299	A	7.6	A	24.3	A	8.1	A
USGS	294643095035200	2018-02-23 13:00	CST	19.9	A	304	A	7.6	A	23.8	A	8.1	A
USGS	294643095035200	2018-02-23 13:15	CST	20.1	A	302	A	7.6	A	24.4	A	8.1	A
USGS	294643095035200	2018-02-23 13:30	CST	20.0	A	299	A	7.6	A	23.6	A	8.2	A
USGS	294643095035200	2018-02-23 13:45	CST	20.2	A	300	A	7.6	A	24.2	A	8.1	A
USGS	294643095035200	2018-02-23 14:00	CST	20.3	A	300	A	7.6	A	23.9	A	8.1	A
USGS	294643095035200	2018-02-23 14:15	CST	20.2	A	301	A	7.6	A	24.2	A	8.2	A
USGS	294643095035200	2018-02-23 14:30	CST	20.1	A	305	A	7.6	A	23.3	A	8.2	A
USGS	294643095035200	2018-02-23 14:45	CST	20.4	A	303	A	7.6	A	24.5	A	8.2	A
USGS	294643095035200	2018-02-23 15:00	CST	20.4	A	306	A	7.6	A	23.9	A	8.2	A
USGS	294643095035200	2018-02-23 15:15	CST	20.4	A	304	A	7.6	A	24.1	A	8.2	A
USGS	294643095035200	2018-02-23 15:30	CST	20.3	A	300	A	7.6	A	24.0	A	8.2	A
USGS	294643095035200	2018-02-23 15:45	CST	20.5	A	298	A	7.6	A	23.9	A	8.2	A
USGS	294643095035200	2018-02-23 16:00	CST	20.4	A	298	A	7.6	A	24.3	A	8.2	A
USGS	294643095035200	2018-02-23 16:15	CST	20.4	A	301	A	7.6	A	24.1	A	8.2	A
USGS	294643095035200	2018-02-23 16:30	CST	20.4	A	303	A	7.6	A	24.1	A	8.2	A
USGS	294643095035200	2018-02-23 16:45	CST	20.5	A	303	A	7.6	A	24.7	A	8.2	A
USGS	294643095035200	2018-02-23 17:00	CST	20.4	A	303	A	7.6	A	24.7	A	8.2	A
USGS	294643095035200	2018-02-23 17:15	CST	20.5	A	301	A	7.6	A	25.1	A	8.2	A
USGS	294643095035200	2018-02-23 17:30	CST	20.5	A	302	A	7.6	A	24.7	A	8.2	A
USGS	294643095035200	2018-02-23 17:45	CST	20.5	A	300	A	7.6	A	24.7	A	8.1	A
USGS	294643095035200	2018-02-23 18:00	CST	20.5	A	299	A	7.6	A	25.1	A	8.1	A
USGS	294643095035200	2018-02-23 18:15	CST	20.5	A	295	A	7.6	A	23.9	A	8.1	A
USGS	294643095035200	2018-02-23 18:30	CST	20.4	A	299	A	7.6	A	24.9	A	8.1	A
USGS	294643095035200	2018-02-23 18:45	CST	20.4	A	298	A	7.6	A	23.7	A	8.1	A
USGS	294643095035200	2018-02-23 19:00	CST	20.4	A	299	A	7.6	A	23.6	A	8.1	A
USGS	294643095035200	2018-02-23 19:15	CST	20.4	A	299	A	7.6	A	24.8	A	8.1	A
USGS	294643095035200	2018-02-23 19:30	CST	20.4	A	298	A	7.6	A	24.0	A	8.1	A
USGS	294643095035200	2018-02-23 19:45	CST	20.5	A	298	A	7.6	A	23.9	A	8.1	A
USGS	294643095035200	2018-02-23 20:00	CST	20.5	A	297	A	7.6	A	24.6	A	8.1	A
USGS	294643095035200	2018-02-23 20:15	CST	20.4	A	297	A	7.6	A	24.4	A	8.1	A
USGS	294643095035200	2018-02-23 20:30	CST	20.4	A	297	A	7.6	A	24.7	A	8.1	A
USGS	294643095035200	2018-02-23 20:45	CST	20.4	A	295	A	7.6	A	24.8	A	8.1	A
USGS	294643095035200	2018-02-23 21:00	CST	20.4	A	296	A	7.6	A	24.0	A	8.1	A
USGS	294643095035200	2018-02-23 21:15	CST	20.4	A	295	A	7.6	A	24.7	A	8.1	A
USGS	294643095035200	2018-02-23 21:30	CST	20.4	A	295	A	7.6	A	24.7	A	8.1	A
USGS	294643095035200	2018-02-23 21:45	CST	20.4	A	294	A	7.6	A	25.3	A	8.1	A
USGS	294643095035200	2018-02-23 22:00	CST	20.4	A	293	A	7.6	A	25.4	A	8.1	A
USGS	294643095035200	2018-02-23 22:15	CST	20.4	A	293	A	7.6	A	25.7	A	8.1	A
USGS	294643095035200	2018-02-23 22:30	CST	20.3	A	293	A	7.6	A	24.9	A	8.1	A
USGS	294643095035200	2018-02-23 22:45	CST	20.4	A	292	A	7.6	A	24.9	A	8.1	A
USGS	294643095035200	2018-02-23 23:00	CST	20.3	A	292	A	7.6	A	25.4	A	8.1	A
USGS	294643095035200	2018-02-23 23:15	CST	20.3	A	290	A	7.6	A	25.8	A	8.1	A
USGS	294643095035200	2018-02-23 23:30	CST	20.3	A	288	A	7.6	A	26.7	A	8.1	A
USGS	294643095035200	2018-02-23 23:45	CST	20.3	A	288	A	7.6	A	27.2	A	8.1	A
USGS	294643095035200	2018-02-24 00:00	CST	20.3	A	288	A	7.6	A	26.2	A	8.1	A
USGS	294643095035200	2018-02-24 00:15	CST	20.3	A	288	A	7.6	A	26.6	A	8.1	A
USGS	294643095035200	2018-02-24 00:30	CST	20.2	A	286	A	7.6	A	26.4	A	8.1	A
USGS	294643095035200	2018-02-24 00:45	CST	20.3	A	286	A	7.6	A	27.7	A	8.1	A
USGS	294643095035200	2018-02-24 01:00	CST	20.3	A	285	A	7.6	A	28.0	A	8.1	A
USGS	294643095035200	2018-02-24 01:15	CST	20.3	A	284	A	7.6	A	28.0	A	8.1	A
USGS	294643095035200	2018-02-24 01:30	CST	20.2	A	285	A	7.6	A	27.1	A	8.1	A
USGS	294643095035200	2018-02-24 01:45	CST	20.2	A	287	A	7.6	A	26.2	A	8.1	A
USGS	294643095035200	2018-02-24 02:00	CST	20.2	A	286	A	7.6	A	27.6	A	8.1	A
USGS	294643095035200	2018-02-24 02:15	CST	20.2	A	286	A	7.6	A	28.1	A	8.1	A
USGS	294643095035200	2018-02-24 02:30	CST	20.2	A	287	A	7.6	A	27.0	A	8.1	A
USGS	294643095035200	2018-02-24 02:45	CST	20.1	A	287	A	7.6	A	26.4	A	8.1	A
USGS	294643095035200	2018-02-24 03:00	CST	20.2	A	285	A	7.6	A	28.9	A	8.1	A
USGS	294643095035200	2018-02-24 03:15	CST	20.1	A	291	A	7.6	A	25.9	A	8.2	A
USGS	294643095035200	2018-02-24 03:30	CST	20.1	A	287	A	7.6	A	28.6	A	8.1	A
USGS	294643095035200	2018-02-24 03:45	CST	20.1	A	288	A	7.6	A	29.2	A	8.1	A
USGS	294643095035200	2018-02-24 04:00	CST	20.1	A	288	A	7.6	A	28.5	A	8.1	A
USGS	294643095035200	2018-02-24 04:15	CST	20.1	A	290	A	7.6	A	27.5	A	8.2	A
USGS	294643095035200	2018-02-24 04:30	CST	20.1	A	289	A	7.6	A	29.0	A	8.1	A
USGS	294643095035200	2018-02-24 04:45	CST	20.1	A	289	A	7.6	A	29.6	A	8.1	A
USGS	294643095035200	2018-02-24 05:00	CST	20.0	A	289	A	7.6	A	29.2	A	8.1	A
USGS	294643095035200	2018-02-24 05:15	CST	20.0	A	290	A	7.6	A	30.0	A	8.2	A
USGS	294643095035200	2018-02-24 05:30	CST	20.0	A	290	A	7.6	A	30.2	A	8.2	A
USGS	294643095035200	2018-02-24 05:45	CST	20.0	A	290	A	7.6	A	31.0	A	8.2	A
USGS	294643095035200	2018-02-24 06:00	CST	20.0	A	290	A	7.6	A	31.5	A	8.2	A
USGS	294643095035200	2018-02-24 06:15	CST	19.9	A	288	A	7.6	A	32.8	A	8.2	A
USGS	294643095035200	2018-02-24 06:30	CST	20.0	A	293	A	7.6	A	26.6	A	8.2	A
USGS	294643095035200	2018-02-24 06:45	CST	19.9	A	289	A	7.6	A	32.4	A	8.2	A
USGS	294643095035200	2018-02-24 07:00	CST	19.9	A	288	A	7.6	A	34.8	A	8.2	A
USGS	294643095035200	2018-02-24 07:15	CST	20.0	A	296	A	7.7	A	23.9	A	8.2	A
USGS	294643095035200	2018-02-24 07:30	CST	19.8	A	287	A	7.6	A	34.0	A	8.2	A
USGS	294643095035200	2018-02-24 07:45	CST	19.8	A	287	A	7.6	A	35.1	A	8.2	A
USGS	294643095035200	2018-02-24 08:00	CST	19.8	A	288	A	7.6	A	34.8	A	8.2	A
USGS	294643095035200	2018-02-24 08:15	CST	19.8	A	285	A	7.6	A	40.4	A	8.2	A
USGS	294643095035200	2018-02-24 08:30	CST	20.0	A	294	A	7.7	A	26.7	A	8.2	A
USGS	294643095035200	2018-02-24 08:45	CST	19.8	A	287	A	7.6	A	39.2	A	8.2	A
USGS	294643095035200	2018-02-24 09:00	CST	19.8	A	283	A	7.6	A	43.3	A	8.2	A
USGS	294643095035200	2018-02-24 09:15	CST	19.8	A	284	A	7.6	A	40.8	A	8.2	A
USGS	294643095035200	2018-02-24 09:30	CST	19.9	A	291	A	7.7	A	31.1	A	8.2	A
USGS	294643095035200	2018-02-24 09:45	CST	19.9	A	290	A	7.7	A	33.0	A	8.2	A
USGS	294643095035200	2018-02-24 10:00	CST	19.9	A	290	A	7.6	A	33.1	A	8.2	A
USGS	294643095035200	2018-02-24 10:15	CST	19.8	A	281	A	7.6	A	46.9	A	8.2	A
USGS	294643095035200	2018-02-24 10:30	CST	19.9	A	284	A	7.6	A	41.2	A	8.2	A
USGS	294643095035200	2018-02-24 10:45	CST	19.8	A	276	A	7.6	A	53.6	A	8.2	A
USGS	294643095035200	2018-02-24 11:00	CST	19.9	A	285	A	7.6	A	38.6	A	8.2	A
USGS	294643095035200	2018-02-24 11:15	CST	20.0	A	286	A	7.6	A	37.0	A	8.2	A
USGS	294643095035200	2018-02-24 11:30	CST	19.8	A	273	A	7.6	A	57.9	A	8.2	A
USGS	294643095035200	2018-02-24 11:45	CST	19.8	A	272	A	7.6	A	58.4	A	8.2	A
USGS	294643095035200	2018-02-24 12:00	CST	19.8	A	269	A	7.6	A	63.4	A	8.2	A
USGS	294643095035200	2018-02-24 12:15	CST	19.9	A	271	A	7.6	A	62.7	A	8.2	A
USGS	294643095035200	2018-02-24 12:30	CST	20.0	A	274	A	7.6	A	54.6	A	8.2	A
USGS	294643095035200	2018-02-24 12:45	CST	19.9	A	265	A	7.6	A	69.3	A	8.2	A
USGS	294643095035200	2018-02-24 13:00	CST	20.0	A	273	A	7.6	A	52.2	A	8.2	A
USGS	294643095035200	2018-02-24 13:15	CST	20.0	A	266	A	7.6	A	65.6	A	8.2	A
USGS	294643095035200	2018-02-24 13:30	CST	20.0	A	267	A	7.6	A	59.3	A	8.2	A
USGS	294643095035200	2018-02-24 13:45	CST	20.0	A	266	A	7.6	A	65.0	A	8.2	A
USGS	294643095035200	2018-02-24 14:00	CST	20.0	A	262	A	7.6	A	76.2	A	8.2	A
USGS	294643095035200	2018-02-24 14:15	CST	20.0	A	264	A	7.6	A	76.1	A	8.3	A
USGS	294643095035200	2018-02-24 14:30	CST	20.1	A	265	A	7.7	A	63.3	A	8.3	A
USGS	294643095035200	2018-02-24 14:45	CST	20.0	A	262	A	7.6	A	69.7	A	8.3	A
USGS	294643095035200	2018-02-24 15:00	CST	20.1	A	272	A	7.7	A	58.3	A	8.3	A
USGS	294643095035200	2018-02-24 15:15	CST	20.3	A	288	A	7.7	A	32.6	A	8.4	A
USGS	294643095035200	2018-02-24 15:30	CST	20.0	A	264	A	7.7	A	65.6	A	8.3	A
USGS	294643095035200	2018-02-24 15:45	CST	20.1	A	268	A	7.7	A	61.1	A	8.3	A
USGS	294643095035200	2018-02-24 16:00	CST	20.0	A	262	A	7.7	A	69.4	A	8.3	A
USGS	294643095035200	2018-02-24 16:15	CST	20.0	A	266	A	7.7	A	63.6	A	8.3	A
USGS	294643095035200	2018-02-24 16:30	CST	20.0	A	264	A	7.7	A	64.0	A	8.3	A
USGS	294643095035200	2018-02-24 16:45	CST	20.2	A	281	A	7.7	A	41.2	A	8.3	A
USGS	294643095035200	2018-02-24 17:00	CST	20.1	A	276	A	7.7	A	62.3	A	8.3	A
USGS	294643095035200	2018-02-24 17:15	CST	20.0	A	267	A	7.7	A	61.5	A	8.3	A
USGS	294643095035200	2018-02-24 17:30	CST	20.0	A	267	A	7.7	A	54.6	A	8.3	A
USGS	294643095035200	2018-02-24 17:45	CST	20.2	A	285	A	7.7	A	36.6	A	8.3	A
USGS	294643095035200	2018-02-24 18:00	CST	20.0	A	270	A	7.7	A	60.3	A	8.3	A
USGS	294643095035200	2018-02-24 18:15	CST	20.0	A	273	A	7.7	A	50.5	A	8.3	A
USGS	294643095035200	2018-02-24 18:30	CST	19.9	A	263	A	7.7	A	61.7	A	8.3	A
USGS	294643095035200	2018-02-24 18:45	CST	20.0	A	273	A	7.7	A	50.4	A	8.3	A
USGS	294643095035200	2018-02-24 19:00	CST	19.9	A	267	A	7.7	A	56.4	A	8.3	A
USGS	294643095035200	2018-02-24 19:15	CST	20.1	A	279	A	7.7	A	49.7	A	8.3	A
USGS	294643095035200	2018-02-24 19:30	CST	19.9	A	265	A	7.7	A	45.8	A	8.3	A
USGS	294643095035200	2018-02-24 19:45	CST	20.1	A	285	A	7.7	A	35.2	A	8.3	A
USGS	294643095035200	2018-02-24 20:00	CST	19.9	A	268	A	7.7	A	53.5	A	8.3	A
USGS	294643095035200	2018-02-24 20:15	CST	19.9	A	270	A	7.7	A	50.5	A	8.4	A
USGS	294643095035200	2018-02-24 20:30	CST	20.0	A	280	A	7.7	A	40.5	A	8.3	A
USGS	294643095035200	2018-02-24 20:45	CST	20.2	A	288	A	7.7	A	30.5	A	8.3	A
USGS	294643095035200	2018-02-24 21:00	CST	20.1	A	282	A	7.7	A	36.9	A	8.3	A
USGS	294643095035200	2018-02-24 21:15	CST	20.1	A	283	A	7.7	A	33.6	A	8.3	A
USGS	294643095035200	2018-02-24 21:30	CST	20.1	A	286	A	7.7	A	33.2	A	8.3	A
USGS	294643095035200	2018-02-24 21:45	CST	20.1	A	287	A	7.7	A	31.6	A	8.3	A
USGS	294643095035200	2018-02-24 22:00	CST	20.1	A	284	A	7.7	A	34.7	A	8.3	A
USGS	294643095035200	2018-02-24 22:15	CST	20.2	A	295	A	7.7	A	24.2	A	8.3	A
USGS	294643095035200	2018-02-24 22:30	CST	20.1	A	283	A	7.7	A	35.0	A	8.3	A
USGS	294643095035200	2018-02-24 22:45	CST	20.2	A	289	A	7.7	A	28.3	A	8.3	A
USGS	294643095035200	2018-02-24 23:00	CST	20.1	A	287	A	7.7	A	29.4	A	8.3	A
USGS	294643095035200	2018-02-24 23:15	CST	20.0	A	281	A	7.7	A	44.2	A	8.3	A
USGS	294643095035200	2018-02-24 23:30	CST	20.0	A	281	A	7.7	A	34.6	A	8.3	A
USGS	294643095035200	2018-02-24 23:45	CST	20.0	A	281	A	7.7	A	48.6	A	8.3	A
USGS	294643095035200	2018-02-25 00:00	CST	20.1	A	284	A	7.7	A	34.5	A	8.3	A
USGS	294643095035200	2018-02-25 00:15	CST	20.0	A	278	A	7.7	A	37.7	A	8.3	A
USGS	294643095035200	2018-02-25 00:30	CST	19.9	A	272	A	7.7	A	44.1	A	8.3	A
USGS	294643095035200	2018-02-25 00:45	CST	20.2	A	292	A	7.7	A	24.8	A	8.3	A
USGS	294643095035200	2018-02-25 01:00	CST	20.0	A	276	A	7.7	A	41.4	A	8.3	A
USGS	294643095035200	2018-02-25 01:15	CST	20.0	A	282	A	7.7	A	34.6	A	8.3	A
USGS	294643095035200	2018-02-25 01:30	CST	20.0	A	280	A	7.7	A	38.5	A	8.3	A
USGS	294643095035200	2018-02-25 01:45	CST	20.1	A	285	A	7.7	A	31.5	A	8.3	A
USGS	294643095035200	2018-02-25 02:00	CST	20.0	A	281	A	7.7	A	37.1	A	8.3	A
USGS	294643095035200	2018-02-25 02:15	CST	20.1	A	284	A	7.7	A	32.4	A	8.3	A
USGS	294643095035200	2018-02-25 02:30	CST	20.1	A	287	A	7.7	A	30.7	A	8.3	A
USGS	294643095035200	2018-02-25 02:45	CST	20.0	A	280	A	7.7	A	36.8	A	8.3	A
USGS	294643095035200	2018-02-25 03:00	CST	20.1	A	287	A	7.7	A	29.6	A	8.3	A
USGS	294643095035200	2018-02-25 03:15	CST	20.1	A	289	A	7.7	A	26.7	A	8.3	A
USGS	294643095035200	2018-02-25 03:30	CST	20.1	A	290	A	7.7	A	26.0	A	8.3	A
USGS	294643095035200	2018-02-25 03:45	CST	20.1	A	288	A	7.7	A	26.7	A	8.3	A
USGS	294643095035200	2018-02-25 04:00	CST	20.0	A	284	A	7.7	A	31.0	A	8.3	A
USGS	294643095035200	2018-02-25 04:15	CST	20.0	A	282	A	7.7	A	33.9	A	8.3	A
USGS	294643095035200	2018-02-25 04:30	CST	20.0	A	284	A	7.7	A	32.2	A	8.3	A
USGS	294643095035200	2018-02-25 04:45	CST	20.0	A	285	A	7.7	A	31.3	A	8.3	A
USGS	294643095035200	2018-02-25 05:00	CST	20.0	A	285	A	7.7	A	32.1	A	8.3	A
USGS	294643095035200	2018-02-25 05:15	CST	20.0	A	286	A	7.7	A	30.6	A	8.2	A
USGS	294643095035200	2018-02-25 05:30	CST	19.9	A	281	A	7.7	A	34.3	A	8.3	A
USGS	294643095035200	2018-02-25 05:45	CST	19.8	A	279	A	7.7	A	39.0	A	8.3	A
USGS	294643095035200	2018-02-25 06:00	CST	19.8	A	282	A	7.7	A	34.7	A	8.2	A
USGS	294643095035200	2018-02-25 06:15	CST	19.9	A	284	A	7.7	A	31.6	A	8.2	A
USGS	294643095035200	2018-02-25 06:30	CST	19.9	A	285	A	7.7	A	30.3	A	8.2	A
USGS	294643095035200	2018-02-25 06:45	CST	19.9	A	285	A	7.7	A	30.7	A	8.2	A
USGS	294643095035200	2018-02-25 07:00	CST	19.8	A	280	A	7.7	A	32.4	A	8.2	A
USGS	294643095035200	2018-02-25 07:15	CST	19.9	A	284	A	7.7	A	31.1	A	8.2	A
USGS	294643095035200	2018-02-25 07:30	CST	19.9	A	283	A	7.7	A	31.5	A	8.2	A
USGS	294643095035200	2018-02-25 07:45	CST	19.8	A	283	A	7.7	A	32.0	A	8.2	A
USGS	294643095035200	2018-02-25 08:00	CST	19.7	A	279	A	7.7	A	35.3	A	8.2	A
USGS	294643095035200	2018-02-25 08:15	CST	19.7	A	280	A	7.7	A	36.8	A	8.2	A
USGS	294643095035200	2018-02-25 08:30	CST	19.8	A	281	A	7.7	A	34.3	A	8.2	A
USGS	294643095035200	2018-02-25 08:45	CST	19.7	A	280	A	7.7	A	35.4	A	8.2	A
USGS	294643095035200	2018-02-25 09:00	CST	19.8	A	282	A	7.7	A	32.8	A	8.2	A
USGS	294643095035200	2018-02-25 09:15	CST	19.8	A	282	A	7.7	A	32.4	A	8.2	A
USGS	294643095035200	2018-02-25 09:30	CST	19.6	A	277	A	7.7	A	37.1	A	8.2	A
USGS	294643095035200	2018-02-25 09:45	CST	19.8	A	283	A	7.7	A	31.8	A	8.2	A
USGS	294643095035200	2018-02-25 10:00	CST	19.6	A	277	A	7.7	A	39.5	A	8.2	A
USGS	294643095035200	2018-02-25 10:15	CST	19.8	A	282	A	7.7	A	32.2	A	8.2	A
USGS	294643095035200	2018-02-25 10:30	CST	19.8	A	283	A	7.7	A	30.8	A	8.2	A
USGS	294643095035200	2018-02-25 10:45	CST	19.8	A	282	A	7.7	A	31.1	A	8.3	A
USGS	294643095035200	2018-02-25 11:00	CST	19.8	A	282	A	7.7	A	31.1	A	8.3	A
USGS	294643095035200	2018-02-25 11:15	CST	19.8	A	282	A	7.7	A	31.9	A	8.3	A
USGS	294643095035200	2018-02-25 11:30	CST	19.7	A	278	A	7.7	A	35.6	A	8.2	A
USGS	294643095035200	2018-02-25 11:45	CST	19.8	A	281	A	7.7	A	32.5	A	8.3	A
USGS	294643095035200	2018-02-25 12:00	CST	19.8	A	281	A	7.7	A	33.1	A	8.3	A
USGS	294643095035200	2018-02-25 12:15	CST	19.8	A	282	A	7.7	A	31.7	A	8.3	A
USGS	294643095035200	2018-02-25 12:30	CST	19.8	A	281	A	7.7	A	32.7	A	8.3	A
USGS	294643095035200	2018-02-25 12:45	CST	19.8	A	281	A	7.7	A	33.1	A	8.2	A
USGS	294643095035200	2018-02-25 13:00	CST	19.9	A	282	A	7.7	A	32.8	A	8.3	A
USGS	294643095035200	2018-02-25 13:15	CST	19.8	A	280	A	7.7	A	34.7	A	8.3	A
USGS	294643095035200	2018-02-25 13:30	CST	19.8	A	280	A	7.7	A	33.0	A	8.3	A
USGS	294643095035200	2018-02-25 13:45	CST	19.8	A	279	A	7.7	A	34.9	A	8.2	A
USGS	294643095035200	2018-02-25 14:00	CST	19.8	A	279	A	7.7	A	35.8	A	8.2	A
USGS	294643095035200	2018-02-25 14:15	CST	19.6	A	275	A	7.7	A	38.2	A	8.3	A
USGS	294643095035200	2018-02-25 14:30	CST	20.0	A	281	A	7.7	A	31.2	A	8.3	A
USGS	294643095035200	2018-02-25 14:45	CST	19.9	A	281	A	7.7	A	31.9	A	8.3	A
USGS	294643095035200	2018-02-25 15:00	CST	19.9	A	279	A	7.7	A	33.4	A	8.3	A
USGS	294643095035200	2018-02-25 15:15	CST	19.6	A	274	A	7.7	A	36.6	A	8.3	A
USGS	294643095035200	2018-02-25 15:30	CST	19.7	A	277	A	7.7	A	36.2	A	8.3	A
USGS	294643095035200	2018-02-25 15:45	CST	19.8	A	279	A	7.7	A	34.6	A	8.3	A
USGS	294643095035200	2018-02-25 16:00	CST	20.0	A	281	A	7.7	A	30.2	A	8.3	A
USGS	294643095035200	2018-02-25 16:15	CST	20.0	A	281	A	7.7	A	30.0	A	8.3	A
USGS	294643095035200	2018-02-25 16:30	CST	19.9	A	281	A	7.7	A	29.6	A	8.3	A
USGS	294643095035200	2018-02-25 16:45	CST	19.9	A	281	A	7.7	A	30.0	A	8.3	A
USGS	294643095035200	2018-02-25 17:00	CST	19.8	A	280	A	7.7	A	30.5	A	8.3	A
USGS	294643095035200	2018-02-25 17:15	CST	19.8	A	281	A	7.7	A	30.5	A	8.3	A
USGS	294643095035200	2018-02-25 17:30	CST	19.8	A	280	A	7.7	A	31.2	A	8.3	A
USGS	294643095035200	2018-02-25 17:45	CST	19.7	A	280	A	7.7	A	31.1	A	8.3	A
USGS	294643095035200	2018-02-25 18:00	CST	19.7	A	280	A	7.7	A	30.7	A	8.3	A
USGS	294643095035200	2018-02-25 18:15	CST	19.7	A	279	A	7.7	A	30.9	A	8.3	A
USGS	294643095035200	2018-02-25 18:30	CST	19.8	A	281	A	7.7	A	30.3	A	8.3	A
USGS	294643095035200	2018-02-25 18:45	CST	19.8	A	281	A	7.7	A	30.6	A	8.2	A
USGS	294643095035200	2018-02-25 19:00	CST	19.8	A	281	A	7.7	A	29.9	A	8.3	A
USGS	294643095035200	2018-02-25 19:15	CST	19.8	A	281	A	7.7	A	31.8	A	8.2	A
USGS	294643095035200	2018-02-25 19:30	CST	19.7	A	281	A	7.7	A	29.8	A	8.3	A
USGS	294643095035200	2018-02-25 19:45	CST	19.7	A	281	A	7.7	A	29.7	A	8.2	A
USGS	294643095035200	2018-02-25 20:00	CST	19.7	A	281	A	7.7	A	29.2	A	8.2	A
USGS	294643095035200	2018-02-25 20:15	CST	19.7	A	289	A	7.7	A	30.2	A	8.2	A
USGS	294643095035200	2018-02-25 20:30	CST	19.7	A	281	A	7.7	A	31.1	A	8.2	A
USGS	294643095035200	2018-02-25 20:45	CST	19.7	A	281	A	7.7	A	29.9	A	8.2	A
USGS	294643095035200	2018-02-25 21:00	CST	19.7	A	280	A	7.7	A	31.9	A	8.2	A
USGS	294643095035200	2018-02-25 21:15	CST	19.7	A	281	A	7.7	A	31.4	A	8.2	A
USGS	294643095035200	2018-02-25 21:30	CST	19.7	A	281	A	7.7	A	30.5	A	8.2	A
USGS	294643095035200	2018-02-25 21:45	CST	19.7	A	278	A	7.7	A	30.7	A	8.2	A
USGS	294643095035200	2018-02-25 22:00	CST	19.6	A	278	A	7.7	A	32.3	A	8.1	A
USGS	294643095035200	2018-02-25 22:15	CST	19.6	A	280	A	7.7	A	33.6	A	8.1	A
USGS	294643095035200	2018-02-25 22:30	CST	19.6	A	280	A	7.7	A	30.8	A	8.2	A
USGS	294643095035200	2018-02-25 22:45	CST	19.6	A	278	A	7.7	A	31.5	A	8.2	A
USGS	294643095035200	2018-02-25 23:00	CST	19.6	A	279	A	7.7	A	31.2	A	8.2	A
USGS	294643095035200	2018-02-25 23:15	CST	19.6	A	280	A	7.7	A	29.1	A	8.2	A
USGS	294643095035200	2018-02-25 23:30	CST	19.6	A	280	A	7.7	A	29.4	A	8.2	A
USGS	294643095035200	2018-02-25 23:45	CST	19.6	A	280	A	7.7	A	29.5	A	8.2	A
USGS	294643095035200	2018-02-26 00:00	CST	19.6	A	280	A	7.7	A	30.1	A	8.2	A
USGS	294643095035200	2018-02-26 00:15	CST	19.6	A	280	A	7.7	A	29.0	A	8.2	A
USGS	294643095035200	2018-02-26 00:30	CST	19.6	A	280	A	7.7	A	28.6	A	8.2	A
USGS	294643095035200	2018-02-26 00:45	CST	19.6	A	280	A	7.7	A	29.6	A	8.2	A
USGS	294643095035200	2018-02-26 01:00	CST	19.6	A	280	A	7.7	A	29.2	A	8.2	A
USGS	294643095035200	2018-02-26 01:15	CST	19.6	A	277	A	7.7	A	29.9	A	8.2	A
